"","searchText","label","alias","description","uri","methodSitelinks","methodSitelinksResult","methodB","methodBResult","methodCMatch","methodCResult","methodC"
"1960","his life","His Life",NA,"1912 silent short film","http://www.wikidata.org/entity/Q21534845",FALSE,NA,FALSE,NA,2,"Q21534845",TRUE
"1961","his life","His Life and Music",NA,"album by Geoffrey Gurrumul Yunupingu","http://www.wikidata.org/entity/Q18208907",FALSE,NA,FALSE,NA,1,NA,FALSE
"1962","his life","His Life's Match",NA,"1932 film by Per-Axel Branner","http://www.wikidata.org/entity/Q10517363",FALSE,NA,FALSE,NA,2,NA,FALSE
"1963","his life","His Life for His Emperor",NA,"1913 film by William J. Humphrey","http://www.wikidata.org/entity/Q17619175",FALSE,NA,FALSE,NA,2,NA,FALSE
"1964","his marriage","His Marriage Failure",NA,"1917 film by Herman C. Raymaker","http://www.wikidata.org/entity/Q28001065",FALSE,NA,FALSE,NA,2,"Q28001065",TRUE
"1965","his marriage","His Marriage Wow",NA,"1925 short film directed by Harry Edwards","http://www.wikidata.org/entity/Q63256286",FALSE,NA,FALSE,NA,2,NA,FALSE
"1966","his mind","His mind of man, a secret makes",NA,"poem by Emily Dickinson","http://www.wikidata.org/entity/Q19039738",FALSE,NA,FALSE,NA,1,"Q19039738",TRUE
"1967","his mind","His Mind like Fabrics of the East",NA,"poem by Emily Dickinson","http://www.wikidata.org/entity/Q19039727",FALSE,NA,FALSE,NA,1,NA,FALSE
"1968","His mind","His mind of man, a secret makes",NA,"poem by Emily Dickinson","http://www.wikidata.org/entity/Q19039738",FALSE,NA,FALSE,NA,1,"Q19039738",TRUE
"1969","His mind","His Mind like Fabrics of the East",NA,"poem by Emily Dickinson","http://www.wikidata.org/entity/Q19039727",FALSE,NA,FALSE,NA,1,NA,FALSE
"1970","His mother","His Mother",NA,"1912 American silent film directed by Sidney Olcott","http://www.wikidata.org/entity/Q18612207",FALSE,NA,FALSE,NA,3,"Q18612207",TRUE
"1971","His mother","His Mother",NA,"1911 silent short film","http://www.wikidata.org/entity/Q17558595",FALSE,NA,FALSE,NA,2,NA,FALSE
"1972","His mother","His Mother",NA,"1910 silent short film","http://www.wikidata.org/entity/Q15904413",FALSE,NA,FALSE,NA,2,NA,FALSE
"1973","His mother","His mother became medicine: drinking problems, ethical transformation and maternal care in central Uganda",NA,"journal article from 'Africa' published in 2019","http://www.wikidata.org/entity/Q63079614",FALSE,NA,FALSE,NA,1,NA,FALSE
"1974","His mother","His Mother's Thanksgiving",NA,"1910 film by Edwin Stanton Porter","http://www.wikidata.org/entity/Q18562984",FALSE,NA,FALSE,NA,2,NA,FALSE
"1975","His mother","His Mother's House",NA,"1974 Norwegian film directed by Per Blom","http://www.wikidata.org/entity/Q17415325",FALSE,NA,FALSE,NA,2,NA,FALSE
"1976","His mother","His Mother's Scarf",NA,"1911 film by D. W. Griffith","http://www.wikidata.org/entity/Q3785816",FALSE,NA,FALSE,NA,2,NA,FALSE
"1977","His mother","His Mother's Boy",NA,"1917 film by Victor Schertzinger","http://www.wikidata.org/entity/Q18915026",FALSE,NA,FALSE,NA,2,NA,FALSE
"1978","His mother","His Mother-in-Law's Visit",NA,"1913 film by Charles H. France","http://www.wikidata.org/entity/Q3785817",FALSE,NA,FALSE,NA,2,NA,FALSE
"1979","his name","His Name Is Alive",NA,NA,"http://www.wikidata.org/entity/Q3136462",FALSE,NA,FALSE,NA,8,"Q3136462",TRUE
"1980","his name","His Name Is Sukhe-Bator",NA,"1942 film by Aleksandr Zarkhi","http://www.wikidata.org/entity/Q4173637",FALSE,NA,FALSE,NA,2,NA,FALSE
"1981","his name","His Name Was Robert",NA,"1967 film","http://www.wikidata.org/entity/Q4173638",FALSE,NA,FALSE,NA,2,NA,FALSE
"1982","his name","His Name Was King",NA,"1971 film by Giancarlo Romitelli","http://www.wikidata.org/entity/Q1323897",FALSE,NA,FALSE,NA,4,NA,FALSE
"1983","his name","His Name Was Death",NA,"episode of Robert Montgomery Presents (S8 E27)","http://www.wikidata.org/entity/Q59193112",FALSE,NA,FALSE,NA,3,NA,FALSE
"1984","his name","His Name Was Holy Ghost",NA,"1971 film by Giuliano Carnimeo","http://www.wikidata.org/entity/Q1304601",FALSE,NA,FALSE,NA,3,NA,FALSE
"1985","his name","His Name Is Jason",NA,"episode of Fireside Theater (S6 E4)","http://www.wikidata.org/entity/Q51623032",FALSE,NA,FALSE,NA,2,NA,FALSE
"1986","his name","His Name Is Legs",NA,"1975 song performed by George Harrison","http://www.wikidata.org/entity/Q16575294",FALSE,NA,FALSE,NA,1,NA,FALSE
"1987","his name","His Name Was Jason: 30 Years of Friday the 13th",NA,"2009 documentary film directed by Daniel Farrands","http://www.wikidata.org/entity/Q5898676",FALSE,NA,FALSE,NA,4,NA,FALSE
"1988","his name","HIS NAME IS AHMAD",NA,NA,"http://www.wikidata.org/entity/Q55953358",FALSE,NA,FALSE,NA,1,NA,FALSE
"1989","his return","His Return",NA,"1915 film by Raoul Walsh","http://www.wikidata.org/entity/Q3136456",FALSE,NA,FALSE,NA,2,"Q3136456",TRUE
"1990","his services","His services are free of charge",NA,"scientific article published on 01 March 1981","http://www.wikidata.org/entity/Q67299435",FALSE,NA,FALSE,NA,1,"Q67299435",TRUE
"1991","his son","His Son",NA,"1911 film by Bert Haldane","http://www.wikidata.org/entity/Q15695883",FALSE,NA,FALSE,NA,2,"Q15695883",TRUE
"1992","his son","His Son",NA,"1911 film by Milton J. Fahrney","http://www.wikidata.org/entity/Q15866009",FALSE,NA,FALSE,NA,2,NA,FALSE
"1993","his son","His Sons-in-Law",NA,"1924 film by Robert P. Kerr","http://www.wikidata.org/entity/Q17709554",FALSE,NA,FALSE,NA,2,NA,FALSE
"1994","his sons","His Son",NA,"1911 film by Bert Haldane","http://www.wikidata.org/entity/Q15695883",FALSE,NA,FALSE,NA,2,"Q15695883",TRUE
"1995","his sons","His Son",NA,"1911 film by Milton J. Fahrney","http://www.wikidata.org/entity/Q15866009",FALSE,NA,FALSE,NA,2,NA,FALSE
"1996","his sons","His Sons-in-Law",NA,"1924 film by Robert P. Kerr","http://www.wikidata.org/entity/Q17709554",FALSE,NA,FALSE,NA,2,NA,FALSE
"1997","his studio","His Studio",NA,"painting by Ignaz Marcel Gaugengigl","http://www.wikidata.org/entity/Q20635096",FALSE,NA,FALSE,NA,2,"Q20635096",TRUE
"1998","his uncle","His Uncle's Wives",NA,"1913 film by Lawrence Marston","http://www.wikidata.org/entity/Q8844457",FALSE,NA,FALSE,NA,2,"Q8844457",TRUE
"1999","his wife","His wife",NA,"operatic character in the opera The Juniper Tree by Robert Moran","http://www.wikidata.org/entity/Q63521580",FALSE,NA,FALSE,NA,2,NA,FALSE
"2000","his wife","His Wife",NA,"musical character in the musical In Trousers","http://www.wikidata.org/entity/Q63882417",FALSE,NA,FALSE,NA,2,NA,FALSE
"2001","his wife","His Wife",NA,"2014 film directed by Michel Spinosa","http://www.wikidata.org/entity/Q16677458",FALSE,NA,FALSE,NA,2,NA,FALSE
"2002","his wife","His Wife",NA,"1914 silent short film","http://www.wikidata.org/entity/Q20005063",FALSE,NA,FALSE,NA,2,NA,FALSE
"2003","his wife","His Wife",NA,"1911 film by Tom Ricketts","http://www.wikidata.org/entity/Q15866360",FALSE,NA,FALSE,NA,2,NA,FALSE
"2004","his wife","His Wife's Diary",NA,"2000 film by Alexei Uchitel","http://www.wikidata.org/entity/Q4163083",FALSE,NA,FALSE,NA,3,"Q4163083",TRUE
"2005","his wife","His Wife, The Unknown",NA,"1923 film by Benjamin Christensen","http://www.wikidata.org/entity/Q15146306",FALSE,NA,FALSE,NA,3,NA,FALSE
"2006","his wife","His Wife's Mother",NA,"1909 film by D. W. Griffith","http://www.wikidata.org/entity/Q3136465",FALSE,NA,FALSE,NA,3,NA,FALSE
"2007","his wife","His Wife's Visitor",NA,"1909 film by D. W. Griffith","http://www.wikidata.org/entity/Q2627453",FALSE,NA,FALSE,NA,2,NA,FALSE
"2008","historical monuments","Historical Monument",NA,"protected French building as a Historical Monument (use « classified Historical Monument » and « inscribed Historical Monument »)","http://www.wikidata.org/entity/Q916475",FALSE,NA,FALSE,NA,4,"Q916475",TRUE
"2009","historical monuments","historical monument",NA,"form of heritage protection in Estonia","http://www.wikidata.org/entity/Q12358501",FALSE,NA,FALSE,NA,0,NA,FALSE
"2010","historical monuments","Historical Monument",NA,"historical monument in Armstrong County, Texas, United States","http://www.wikidata.org/entity/Q31816708",FALSE,NA,FALSE,NA,1,NA,FALSE
"2011","historical monuments","Historical Monument",NA,"historical monument in Cameron County, Texas, United States","http://www.wikidata.org/entity/Q49501900",FALSE,NA,FALSE,NA,1,NA,FALSE
"2012","historical monuments","Historical Monument",NA,"park in Cameron County, Texas, United States of America","http://www.wikidata.org/entity/Q49501902",FALSE,NA,FALSE,NA,1,NA,FALSE
"2013","historical monuments","Historical Monument",NA,"historical monument in San Saba County, Texas, United states","http://www.wikidata.org/entity/Q49501908",FALSE,NA,FALSE,NA,1,NA,FALSE
"2014","historical monuments","Historical Monument",NA,"historical monument in Spokane County, Washington, United States","http://www.wikidata.org/entity/Q49501910",FALSE,NA,FALSE,NA,1,NA,FALSE
"2015","historical monuments","Historical Monument of Chile",NA,"Category of Chilean National Monument","http://www.wikidata.org/entity/Q35863415",FALSE,NA,FALSE,NA,0,NA,FALSE
"2016","historical monuments","Historical monument of Poland",NA,"form of Polish heritage protection","http://www.wikidata.org/entity/Q15981101",FALSE,NA,FALSE,NA,1,NA,FALSE
"2017","historical monuments","historical monuments in the city of Zurich, Switzerland",NA,"Inventory of built heritage objects in the city of Zurich, Switzerland","http://www.wikidata.org/entity/Q30237745",FALSE,NA,FALSE,NA,2,NA,FALSE
"2018","historical monuments","Historical Monuments at Makli, Thatta",NA,NA,"http://www.wikidata.org/entity/Q10332177",FALSE,NA,FALSE,NA,1,NA,FALSE
"2019","historical monuments","Historical Monuments of Mtskheta",NA,NA,"http://www.wikidata.org/entity/Q16946829",FALSE,NA,FALSE,NA,3,NA,FALSE
"2020","historical monuments","Historical monuments: the film crew.",NA,"scientific article published in January 2005","http://www.wikidata.org/entity/Q47298011",FALSE,NA,FALSE,NA,2,NA,FALSE
"2021","historical monuments","Historical monuments in Sălaj County",NA,"Wikimedia list article","http://www.wikidata.org/entity/Q12732615",FALSE,NA,FALSE,NA,2,NA,FALSE
"2022","historical monuments","Historical monuments in Brăila County",NA,"Wikimedia list article","http://www.wikidata.org/entity/Q12732518",FALSE,NA,FALSE,NA,2,NA,FALSE
"2023","historical monuments","Historical monuments in Dolj County",NA,"Wikimedia list article","http://www.wikidata.org/entity/Q18539775",FALSE,NA,FALSE,NA,2,NA,FALSE
"2024","historical monuments","Historical monuments in Mehedinți County",NA,"Wikimedia list article","http://www.wikidata.org/entity/Q12732580",FALSE,NA,FALSE,NA,2,NA,FALSE
"2025","historical monuments","Historical Monuments Commission",NA,"organization","http://www.wikidata.org/entity/Q17030011",FALSE,NA,FALSE,NA,2,NA,FALSE
"2026","historical monuments","Historical Monuments of Niğde",NA,"Tentative World Heritage site in Turkey","http://www.wikidata.org/entity/Q64711397",FALSE,NA,FALSE,NA,1,NA,FALSE
"2027","Hitler Youth","Hitler youth III",NA,"paramilitary organization of the Nazi Party","http://www.wikidata.org/entity/Q38791",TRUE,"Q38791",FALSE,NA,16,"Q38791",TRUE
"2028","Hitler Youth","Hitlerjunge Quex","Hitler Youth Quex","1933 film by Hans Steinhoff","http://www.wikidata.org/entity/Q406920",FALSE,NA,FALSE,NA,6,NA,FALSE
"2029","Hitler Youth","Hitler Youth knife",NA,NA,"http://www.wikidata.org/entity/Q321347",FALSE,NA,FALSE,NA,3,NA,FALSE
"2030","Hitler Youth","Hitler Youth Quex",NA,NA,"http://www.wikidata.org/entity/Q5872036",FALSE,NA,FALSE,NA,1,NA,FALSE
"2031","Hitler Youth","Hitler Youth Badge",NA,NA,"http://www.wikidata.org/entity/Q5872031",FALSE,NA,FALSE,NA,NA,NA,FALSE
"2032","Hitler Youth","Hitler Youth Conspiracy",NA,NA,"http://www.wikidata.org/entity/Q5872034",FALSE,NA,FALSE,NA,NA,NA,FALSE
"2033","Hitler Youth","Hitler Youth: Growing Up in Hitler's Shadow",NA,"book by Susan Campbell Bartoletti","http://www.wikidata.org/entity/Q5872028",FALSE,NA,FALSE,NA,1,NA,FALSE
"2034","Hitler Youth","HITLER YOUTH, FARYUN (?), GERMANY (NAID 17991)",NA,"item in the National Archives and Records Administration's holdings","http://www.wikidata.org/entity/Q67705441",FALSE,NA,FALSE,NA,2,NA,FALSE
"2035","hole argument","hole argument",NA,"philosophical argument against general covariance: general relativity only determines a diffeomorphism equivalence class of metrics; if stress-energy is known outside some region (hole), there is a solution of GR with known values inside the hole","http://www.wikidata.org/entity/Q13636406",TRUE,"Q13636406",FALSE,NA,1,"Q13636406",TRUE
"2036","Hole argument","hole argument",NA,"philosophical argument against general covariance: general relativity only determines a diffeomorphism equivalence class of metrics; if stress-energy is known outside some region (hole), there is a solution of GR with known values inside the hole","http://www.wikidata.org/entity/Q13636406",TRUE,"Q13636406",FALSE,NA,1,"Q13636406",TRUE
"2037","honorary associate","Honorary Associates of the City of Birmingham College of Technology",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q59025892",FALSE,NA,FALSE,NA,2,"Q59025892",TRUE
"2038","honorary degree","honorary degree",NA,"degree awarded waiving requirements to honour an individual","http://www.wikidata.org/entity/Q209896",FALSE,NA,FALSE,NA,3,"Q209896",TRUE
"2039","honorary degree","Honorary degree",NA,NA,"http://www.wikidata.org/entity/Q64361297",FALSE,NA,FALSE,NA,1,NA,FALSE
"2040","honorary degree","Honorary Degrees Awarded by Princeton",NA,"Wikimedia list article","http://www.wikidata.org/entity/Q24060039",FALSE,NA,FALSE,NA,1,NA,FALSE
"2041","honorary degree","HONORARY DEGREE CONFERENCE AT DUQUESNE UNIVERSITY FOR PRESIDENT JOSEPH MOBUTU (NAID 134046)",NA,"item in the National Archives and Records Administration's holdings","http://www.wikidata.org/entity/Q67660482",FALSE,NA,FALSE,NA,2,NA,FALSE
"2042","honorary degree","Honorary Degree (2016.309)",NA,"artwork in the Cleveland Museum of Art's collection","http://www.wikidata.org/entity/Q79870703",FALSE,NA,FALSE,NA,2,NA,FALSE
"2043","honorary degree","HONORARY DEGREES AT THE UNIVERSITY OF ST. ANDREWS",NA,"scientific article published in Science","http://www.wikidata.org/entity/Q59406425",FALSE,NA,FALSE,NA,1,NA,FALSE
"2044","honorary degree","HONORARY DEGREE TO SHAH OF IRAN AND KENNEDY MONUMENT (NAID 123896)",NA,"item in the National Archives and Records Administration's holdings","http://www.wikidata.org/entity/Q67616288",FALSE,NA,FALSE,NA,2,NA,FALSE
"2045","honorary degree","Honorary degrees--does pharmacy need them?",NA,"scientific article published in February 1976","http://www.wikidata.org/entity/Q48421592",FALSE,NA,FALSE,NA,1,NA,FALSE
"2046","honorary degree","Honorary Degrees at Bristol",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q60130834",FALSE,NA,FALSE,NA,2,NA,FALSE
"2047","honorary degree","Honorary Degrees at Durham University",NA,"scientific article published in the British Medical Journal","http://www.wikidata.org/entity/Q58752485",FALSE,NA,FALSE,NA,1,NA,FALSE
"2048","honorary member","honorary member",NA,"membership in a learned society granted as an award","http://www.wikidata.org/entity/Q10519151",FALSE,NA,FALSE,NA,3,NA,FALSE
"2049","honorary member","honorary member",NA,"rank in the honorific orders","http://www.wikidata.org/entity/Q66405303",FALSE,NA,FALSE,NA,1,NA,FALSE
"2050","honorary member","Honorary Member",NA,"scientific article published in Nature","http://www.wikidata.org/entity/Q60274559",FALSE,NA,FALSE,NA,2,NA,FALSE
"2051","honorary member","Honorary Member",NA,NA,"http://www.wikidata.org/entity/Q59701203",FALSE,NA,FALSE,NA,1,NA,FALSE
"2052","honorary member","Honorary member of the KGB",NA,NA,"http://www.wikidata.org/entity/Q4375624",FALSE,NA,FALSE,NA,2,NA,FALSE
"2053","honorary member","Honorary Member of the World Esperanto Association",NA,"award of the World Esperanto Association","http://www.wikidata.org/entity/Q15062158",FALSE,NA,FALSE,NA,1,NA,FALSE
"2054","honorary member","Honorary Member of the Order of Prince Henry",NA,NA,"http://www.wikidata.org/entity/Q66494271",FALSE,NA,FALSE,NA,3,NA,FALSE
"2055","honorary member","Honorary Member of the Order of Merit (Portugal)",NA,"rank of the Order of Merit (Portugal)","http://www.wikidata.org/entity/Q66401029",FALSE,NA,FALSE,NA,4,"Q66401029",TRUE
"2056","honorary member","Honorary Member of the Chinese Academy of Social Sciences",NA,NA,"http://www.wikidata.org/entity/Q62857522",FALSE,NA,FALSE,NA,2,NA,FALSE
"2057","honorary member","Honorary Member of the Military Order of Saint James of the Sword",NA,NA,"http://www.wikidata.org/entity/Q67153811",FALSE,NA,FALSE,NA,3,NA,FALSE
"2058","human beings","human","human being","common name of Homo sapiens, unique extant species of the genus Homo","http://www.wikidata.org/entity/Q5",FALSE,NA,TRUE,"Q5",20,"Q5",TRUE
"2059","human beings","Homo sapiens","human being","species of mammal","http://www.wikidata.org/entity/Q15978631",FALSE,NA,FALSE,NA,14,NA,FALSE
"2060","human beings","Human Being",NA,"album by Seal","http://www.wikidata.org/entity/Q2628591",FALSE,NA,FALSE,NA,2,NA,FALSE
"2061","human beings","human being",NA,"philosophical concept","http://www.wikidata.org/entity/Q28937368",FALSE,NA,FALSE,NA,1,NA,FALSE
"2062","human beings","Human beings, animals and inanimate objects: what do people with autism like?",NA,"scientific article published in March 2002","http://www.wikidata.org/entity/Q50309981",FALSE,NA,FALSE,NA,1,NA,FALSE
"2063","human beings","Human beings in Buddhism",NA,NA,"http://www.wikidata.org/entity/Q5937705",FALSE,NA,FALSE,NA,NA,NA,FALSE
"2064","human beings","Human Beings as Evolved Nepotists : Exceptions to the Rule and Effects of Cost of Help.",NA,"scientific article","http://www.wikidata.org/entity/Q53522991",FALSE,NA,FALSE,NA,1,NA,FALSE
"2065","human beings","Human being: the boundaries of the concept.",NA,"scientific article published in January 1975","http://www.wikidata.org/entity/Q48450757",FALSE,NA,FALSE,NA,1,NA,FALSE
"2066","human beings","Human Beings",NA,"1998 single by Seal","http://www.wikidata.org/entity/Q5936911",FALSE,NA,FALSE,NA,1,NA,FALSE
"2067","human beings","Human beings, persons and conjoined twins: an ethical analysis of the judgement in Re A.",NA,"scientific article published in January 2001","http://www.wikidata.org/entity/Q48565506",FALSE,NA,FALSE,NA,1,NA,FALSE
"2068","human beings","Human Beings",NA,NA,"http://www.wikidata.org/entity/Q2472714",FALSE,NA,FALSE,NA,3,NA,FALSE
"2069","human beings","Human Beings av Karin Park",NA,"song","http://www.wikidata.org/entity/Q20553312",FALSE,NA,FALSE,NA,1,NA,FALSE
"2070","human beings","Human beings, nature and medicine: perspectives of internal medicine.",NA,"scientific article published in February 1998","http://www.wikidata.org/entity/Q53580039",FALSE,NA,FALSE,NA,1,NA,FALSE
"2071","human beings","Human beings are highly susceptible to low doses of Trichinella spp",NA,NA,"http://www.wikidata.org/entity/Q64128434",FALSE,NA,FALSE,NA,1,NA,FALSE
"2072","Humanist Society","Humanist Society Scotland",NA,"organization","http://www.wikidata.org/entity/Q3143145",FALSE,NA,FALSE,NA,6,"Q3143145",TRUE
"2073","Humanist Society","Humanist Society of New Zealand",NA,"organization","http://www.wikidata.org/entity/Q5939375",FALSE,NA,FALSE,NA,5,NA,FALSE
"2074","Humanist Society","Humanist Society of Singapore",NA,"organization","http://www.wikidata.org/entity/Q17050678",FALSE,NA,FALSE,NA,2,NA,FALSE
"2075","Humanist Society of New","Humanist Society of New Zealand",NA,"organization","http://www.wikidata.org/entity/Q5939375",FALSE,NA,FALSE,NA,5,"Q5939375",TRUE
"2076","Humboldt University","Humboldt University of Berlin",NA,"university in Germany","http://www.wikidata.org/entity/Q152087",TRUE,"Q152087",TRUE,"Q152087",30,"Q152087",TRUE
"2077","Humboldt University","Humboldt University of Berlin University Library Theology Branch Library",NA,NA,"http://www.wikidata.org/entity/Q73146656",FALSE,NA,FALSE,NA,2,NA,FALSE
"2078","Humboldt University","Humboldt University of Berlin open access policy",NA,NA,"http://www.wikidata.org/entity/Q42297351",FALSE,NA,FALSE,NA,1,NA,FALSE
"2079","Humboldt University","Humboldt University beefs up technology transfer",NA,"scientific article published on 01 January 2004","http://www.wikidata.org/entity/Q75268985",FALSE,NA,FALSE,NA,1,NA,FALSE
"2080","Humboldt University of Berlin","Humboldt University of Berlin",NA,"university in Germany","http://www.wikidata.org/entity/Q152087",TRUE,"Q152087",TRUE,"Q152087",30,"Q152087",TRUE
"2081","Humboldt University of Berlin","Humboldt University of Berlin University Library Theology Branch Library",NA,NA,"http://www.wikidata.org/entity/Q73146656",FALSE,NA,FALSE,NA,2,NA,FALSE
"2082","Humboldt University of Berlin","Humboldt University of Berlin open access policy",NA,NA,"http://www.wikidata.org/entity/Q42297351",FALSE,NA,FALSE,NA,1,NA,FALSE
"2083","hundred years","century","hundred years","unit of time lasting 100 years","http://www.wikidata.org/entity/Q578",FALSE,NA,FALSE,NA,10,NA,FALSE
"2084","hundred years","Hundred Years' War",NA,"series of conflicts from 1337 to 1453 between France and England","http://www.wikidata.org/entity/Q12551",FALSE,NA,FALSE,NA,19,"Q12551",TRUE
"2085","hundred years","Hundred years of genetic structure in a sediment revived diatom population.",NA,"scientific article","http://www.wikidata.org/entity/Q34652462",FALSE,NA,FALSE,NA,1,NA,FALSE
"2086","hundred years","Hundred Years' War (1337–1360)",NA,"first part of the Hundred Years' War","http://www.wikidata.org/entity/Q2259304",FALSE,NA,FALSE,NA,3,NA,FALSE
"2087","hundred years","Lancastrian War","Hundred Years' War","third part of the Hundred Years' War","http://www.wikidata.org/entity/Q3778618",FALSE,NA,FALSE,NA,2,NA,FALSE
"2088","hundred years","Hundred Years' Croatian–Ottoman War",NA,"sequence of conflicts between the Ottoman Empire and Croatia","http://www.wikidata.org/entity/Q3502774",FALSE,NA,FALSE,NA,2,NA,FALSE
"2089","hundred years","Caroline War","Hundred Years' War","second part of the Hundred Years' War, named after Charles V of France, who resumed the war nine years after the Treaty of Brétigny (signed 1360)","http://www.wikidata.org/entity/Q3778613",FALSE,NA,FALSE,NA,2,NA,FALSE
"2090","hundred years","Hundred Years",NA,"Finnish band","http://www.wikidata.org/entity/Q31169532",FALSE,NA,FALSE,NA,3,NA,FALSE
"2091","hundred years","Hundred years of environmental change and phytoplankton ecophysiological variability archived in coastal sediments",NA,"scientific article (publication date:  2013)","http://www.wikidata.org/entity/Q28709101",FALSE,NA,FALSE,NA,1,NA,FALSE
"2092","hundred years","Hundred Years War",NA,"video game","http://www.wikidata.org/entity/Q61963093",FALSE,NA,FALSE,NA,1,NA,FALSE
"2093","Hungarian Empire","Kingdom of Hungary","Hungarian Empire","former Central European monarchy (1000–1946)","http://www.wikidata.org/entity/Q171150",FALSE,NA,FALSE,NA,6,"Q171150",TRUE
"2094","Hungarian scientists","Hungarian scientists want better links with government",NA,"journal article; published in Nature on 1979-5","http://www.wikidata.org/entity/Q71899749",FALSE,NA,FALSE,NA,2,"Q71899749",TRUE
"2095","hydrogen gas","dihydrogen","hydrogen gas","primary form in which hydrogen is found","http://www.wikidata.org/entity/Q3027893",FALSE,NA,FALSE,NA,4,"Q3027893",TRUE
"2096","hydrogen gas","Hydrogen gas reduced acute hyperglycemia-enhanced hemorrhagic transformation in a focal ischemia rat model.",NA,"scientific article published on 25 April 2010","http://www.wikidata.org/entity/Q41860346",FALSE,NA,FALSE,NA,1,NA,FALSE
"2097","hydrogen gas","Hydrogen gas acts as a novel bioactive molecule in enhancing plant tolerance to paraquat-induced oxidative stress via the modulation of heme oxygenase-1 signalling system.",NA,"scientific article published on 19 November 2012","http://www.wikidata.org/entity/Q39107414",FALSE,NA,FALSE,NA,1,NA,FALSE
"2098","hydrogen gas","Hydrogen gas reduces hyperoxic lung injury via the Nrf2 pathway in vivo",NA,"scientific article published on 8 March 2013","http://www.wikidata.org/entity/Q36837858",FALSE,NA,FALSE,NA,1,NA,FALSE
"2099","hydrogen gas","Hydrogen gas improves survival rate and organ damage in zymosan-induced generalized inflammation model.",NA,"scientific article published in November 2010","http://www.wikidata.org/entity/Q43115417",FALSE,NA,FALSE,NA,1,NA,FALSE
"2100","hydrogen gas","Hydrogen gas ameliorates oxidative stress in early brain injury after subarachnoid hemorrhage in rats.",NA,"scientific article","http://www.wikidata.org/entity/Q35216028",FALSE,NA,FALSE,NA,1,NA,FALSE
"2101","hydrogen gas","Hydrogen gas is ineffective in moderate and severe neonatal hypoxia-ischemia rat models.",NA,"scientific article published on 10 January 2009","http://www.wikidata.org/entity/Q45107493",FALSE,NA,FALSE,NA,1,NA,FALSE
"2102","hydrogen gas","Hydrogen gas treatment prolongs replicative lifespan of bone marrow multipotential stromal cells in vitro while preserving differentiation and paracrine potentials.",NA,"scientific article published on 4 June 2010","http://www.wikidata.org/entity/Q43008790",FALSE,NA,FALSE,NA,1,NA,FALSE
"2103","hydrogen gas","Hydrogen gas inhalation protects against liver ischemia/reperfusion injury by activating the NF-κB signaling pathway.",NA,"scientific article published on 26 March 2015","http://www.wikidata.org/entity/Q41828143",FALSE,NA,FALSE,NA,1,NA,FALSE
"2104","hydrogen gas","Hydrogen gas inhibits high-mobility group box 1 release in septic mice by upregulation of heme oxygenase 1.",NA,"scientific article published on 27 February 2015","http://www.wikidata.org/entity/Q41374419",FALSE,NA,FALSE,NA,1,NA,FALSE
"2105","ideal gas","ideal gas",NA,"theoretical gas composed of many randomly moving point particles whose only interactions are perfectly elastic collisions","http://www.wikidata.org/entity/Q172280",TRUE,"Q172280",FALSE,NA,5,NA,FALSE
"2106","ideal gas","ideal gas law",NA,"equation of state of a hypothetical ideal gas; approximation of the behavior of many gases under many conditions (although it has several limitations)","http://www.wikidata.org/entity/Q191785",FALSE,NA,FALSE,NA,6,"Q191785",TRUE
"2107","ideal gas","gas constant","ideal gas constant","physical constant","http://www.wikidata.org/entity/Q182333",FALSE,NA,FALSE,NA,3,NA,FALSE
"2108","ideal gas","Ideal gas solubilities and solubility selectivities in a binary mixture of room-temperature ionic liquids.",NA,"scientific article","http://www.wikidata.org/entity/Q46773732",FALSE,NA,FALSE,NA,1,NA,FALSE
"2109","ideal gas","Ideal gas behavior of a strongly coupled complex (dusty) plasma.",NA,"scientific article published in July 2013","http://www.wikidata.org/entity/Q51185189",FALSE,NA,FALSE,NA,1,NA,FALSE
"2110","Imperial Palace","The Linq","Imperial Palace","casino resort in Las Vegas, Nevada","http://www.wikidata.org/entity/Q779373",FALSE,NA,FALSE,NA,6,NA,FALSE
"2111","Imperial Palace","Imperial Palace",NA,"novel by Arnold Bennett","http://www.wikidata.org/entity/Q6006812",FALSE,NA,FALSE,NA,1,NA,FALSE
"2112","Imperial Palace","Imperial Palace of Goslar",NA,"Palace of the Holy Roman Empire","http://www.wikidata.org/entity/Q632379",FALSE,NA,FALSE,NA,7,"Q632379",TRUE
"2113","Imperial Palace","Imperial Palace of Manchukuo",NA,"museum","http://www.wikidata.org/entity/Q83332",FALSE,NA,FALSE,NA,4,NA,FALSE
"2114","Imperial Palace","Imperial Palaces of the Ming and Qing Dynasties in Beijing and Shenyang",NA,NA,"http://www.wikidata.org/entity/Q4920250",FALSE,NA,FALSE,NA,2,NA,FALSE
"2115","Imperial Palace","Kōkyogaien","Imperial Palace Outer Gardens","town located in Chiyoda-ku, Tokyo","http://www.wikidata.org/entity/Q844963",FALSE,NA,FALSE,NA,4,NA,FALSE
"2116","Imperial Palace","Imperial Palace, Addis Ababa",NA,"building in Ethiopia","http://www.wikidata.org/entity/Q3610474",FALSE,NA,FALSE,NA,2,NA,FALSE
